#Recording frequency [Hz],100,, 
#Number of samples,3633,, 
#pos [mm],vel [mm/s],acc [m/s2], Time in recording [s] 
8.9485,0.721,-0.000981,34.95
8.9556,0.7014,-0.002943,34.96
8.9624,0.6573,-0.005886,34.97
8.9687,0.5935,-0.006867,34.98
8.9743,0.5248,-0.006867,34.99
8.9792,0.466,-0.004905,35
8.9837,0.4316,-0.001962,35.01
8.9879,0.4218,0,35.02
8.9922,0.4316,0.001962,35.03
8.9966,0.4562,0.002943,35.04
9.0013,0.4856,0.002943,35.05
9.0063,0.5199,0.003924,35.06
9.0118,0.5641,0.004905,35.07
9.0176,0.6082,0.003924,35.08
9.0239,0.6475,0.003924,35.09
9.0306,0.6818,0.002943,35.1
9.0375,0.7063,0.001962,35.11
9.0447,0.721,0.000981,35.12
9.0519,0.721,-0.000981,35.13
9.059,0.7112,-0.000981,35.14
9.0661,0.7063,0,35.15
9.0732,0.7112,0.000981,35.16
9.0804,0.721,0.000981,35.17
9.0876,0.7308,0.000981,35.18
9.095,0.7456,0.001962,35.19
9.1026,0.7652,0.001962,35.2
9.1103,0.7848,0.001962,35.21
9.1182,0.8044,0.001962,35.22
9.1264,0.8191,0.000981,35.23
9.1346,0.8289,0.000981,35.24
9.1429,0.8338,0,35.25
9.1513,0.8289,-0.000981,35.26
9.1595,0.8191,-0.000981,35.27
9.1676,0.8044,-0.001962,35.28
9.1756,0.7799,-0.002943,35.29
9.1832,0.7456,-0.003924,35.3
9.1904,0.7014,-0.004905,35.31
9.1972,0.6524,-0.004905,35.32
9.2035,0.6082,-0.003924,35.33
9.2094,0.5739,-0.002943,35.34
9.215,0.5494,-0.001962,35.35
9.2204,0.5248,-0.002943,35.36
9.2255,0.4954,-0.002943,35.37
9.2303,0.466,-0.002943,35.38
9.2348,0.4365,-0.002943,35.39
9.239,0.4071,-0.002943,35.4
9.2429,0.3777,-0.002943,35.41
9.2466,0.3483,-0.002943,35.42
9.2499,0.3237,-0.001962,35.43
9.2531,0.3041,-0.001962,35.44
9.256,0.2894,-0.000981,35.45
9.2589,0.2796,-0.000981,35.46
9.2616,0.2698,-0.000981,35.47
9.2643,0.26,-0.000981,35.48
9.2668,0.2502,-0.000981,35.49
9.2693,0.2403,-0.000981,35.5
9.2716,0.2305,-0.000981,35.51
9.2739,0.2207,-0.000981,35.52
9.276,0.2109,-0.000981,35.53
9.2781,0.2011,-0.000981,35.54
9.28,0.1864,-0.001962,35.55
9.2818,0.1668,-0.001962,35.56
9.2834,0.1471,-0.001962,35.57
9.2848,0.1275,-0.001962,35.58
9.2859,0.1079,-0.001962,35.59
9.2869,0.0883,-0.001962,35.6
9.2877,0.0687,-0.001962,35.61
9.2883,0.049,-0.001962,35.62
9.2887,0.0343,-0.000981,35.63
9.289,0.0245,-0.000981,35.64
9.2892,0.0147,-0.000981,35.65
9.2893,0.0049,-0.000981,35.66
9.2893,-0.0049,-0.000981,35.67
9.2892,-0.0147,-0.000981,35.68
9.289,-0.0245,-0.000981,35.69
9.2887,-0.0343,-0.000981,35.7
9.2883,-0.0392,0,35.71
9.2879,-0.0392,0,35.72
9.2875,-0.0392,0,35.73
9.2871,-0.0392,0,35.74
9.2867,-0.0392,0,35.75
9.2864,-0.0392,0,35.76
9.286,-0.0392,0,35.77
9.2856,-0.0392,0,35.78
9.2852,-0.0392,0,35.79
9.2848,-0.0392,0,35.8
9.2844,-0.0392,0,35.81
9.284,-0.0392,0,35.82
9.2836,-0.0392,0,35.83
9.2832,-0.0392,0,35.84
9.2828,-0.0392,0,35.85
9.2824,-0.0392,0,35.86
9.282,-0.0392,0,35.87
9.2816,-0.0392,0,35.88
9.2813,-0.0392,0,35.89
9.2809,-0.0392,0,35.9
9.2805,-0.0392,0,35.91
9.2801,-0.0392,0,35.92
9.2797,-0.0392,0,35.93
9.2793,-0.0392,0,35.94
9.2789,-0.0392,0,35.95
9.2785,-0.0392,0,35.96
9.2781,-0.0392,0,35.97
9.2777,-0.0392,0,35.98
9.2773,-0.0392,0,35.99
9.2769,-0.0392,0,36
9.2765,-0.0392,0,36.01
9.2762,-0.0392,0,36.02
9.2758,-0.0392,0,36.03
9.2754,-0.0392,0,36.04
9.275,-0.0392,0,36.05
9.2746,-0.0392,0,36.06
9.2742,-0.0392,0,36.07
9.2738,-0.0392,0,36.08
9.2734,-0.0392,0,36.09
9.273,-0.0392,0,36.1
9.2726,-0.0392,0,36.11
9.2722,-0.0392,0,36.12
9.2718,-0.0392,0,36.13
9.2714,-0.0392,0,36.14
9.2711,-0.0392,0,36.15
9.2707,-0.0392,0,36.16
9.2703,-0.0392,0,36.17
9.2699,-0.0392,0,36.18
9.2695,-0.0392,0,36.19
9.2691,-0.0392,0,36.2
9.2687,-0.0392,0,36.21
9.2683,-0.0392,0,36.22
9.2679,-0.0392,0,36.23
9.2675,-0.0392,0,36.24
9.2671,-0.0392,0,36.25
9.2667,-0.0392,0,36.26
9.2663,-0.0392,0,36.27
9.266,-0.0392,0,36.28
9.2656,-0.0392,0,36.29
9.2652,-0.0392,0,36.3
9.2648,-0.0392,0,36.31
9.2644,-0.0392,0,36.32
